"Comment","Designator","Footprint","LCSC Part #"
"100n","C102,C104","C_0402_1005Metric","C1525"
"1µ","C101,C103","C_0805_2012Metric","C28323"
"ZMM3V3-M","D101,D102","D_MiniMELF","C8056"
"BC847","Q101","SOT-23","C475630"
"15k","R101,R102,R103,R104,R105,R106","R_0402_1005Metric","C25756"
"ATtiny10-TS","U101","SOT-23-6","C128438"
"LM78M05_TO252","U102","TO-252-2","C58069"
